person_id	field	value_or_angle	status	slug	proposed	decision
X02110	field_set	research_notes=Education conflict: Wikipedia says he left the University of the City of New York before graduating, to tour South America and the East; the 1914 New York Times obituary says he graduated in 1855, which would make him fifteen. Dates for the First Assistant Postmastership also differ (Wikipedia 1884-85, the Times 1883-86); entry follows Wikipedia.	OK set research_notes = 'Education conflict: Wikipedia says he left the University of the City of New York before graduating, to tour South America and the East; the 1914 New York Times obituary says he graduated in 1855, which would make him fifteen. Dates for the First Assistant Postmastership also differ (Wikipedia 1884-85, the Times 1883-86); entry follows Wikipedia.'	/person/john-crosby-1839		
X02110	nb_approved	"header=""His valet came at him with a knife"" body=""In January 1913, ill in bed at seventy-three, he was attacked by the Japanese valet who had served him seven years and had suddenly gone insane, taking a short knife from Crosby's own collection of old weapons. He got out of bed and wrestled the man down until the household came. His obituary said he never recovered from the strain of it."" category=character"	OK nb_approved appended verbatim: 'His valet came at him with a knife'	/person/john-crosby-1839		
X02110	nb_approved	"header=""Italy decorated him for catching forgers"" body=""As consul at Florence he helped the Italian authorities take and prosecute a band forging public securities. On 29 June 1881 the government thanked him with the Order of the Crown of Italy."" category=career"	OK nb_approved appended verbatim: 'Italy decorated him for catching forgers'	/person/john-crosby-1839		
X02110	nb_approved	"header=""He shot buffalo with Sheridan and Cody"" body=""He helped found the Westchester Polo Club and took the international pigeon-shooting cup at Newport in 1875 against a field that included two Lorillards and Perry Belmont. On buffalo and bear hunts in Wyoming and Montana his companions were Sheridan, Custer, and Buffalo Bill Cody."" category=character"	OK nb_approved appended verbatim: 'He shot buffalo with Sheridan and Cody'	/person/john-crosby-1839		
X03776	nb_approved	"header=""The last patroon's youngest daughter"" body=""She was the youngest child of Gen. Stephen Van Rensselaer IV, the last patroon of Rensselaerswyck, and a granddaughter of Peggy Schuyler. She married Crosby in June 1863, in the middle of the war, and outlived their marriage by nothing — he survived her by three years."" category=family"	OK nb_approved appended verbatim: 'The last patroon's youngest daughter'	/person/harriet-van-rensselaer-1838		
X03778	bio_blurb	Poet; co-founder of the Black Sun Press	OK bio_blurb set	/person/harry-crosby-1898		
X03778	education	"school_name=""Harvard University"" dates=""Class of 1921"""	OK education record appended	/person/harry-crosby-1898		
X03778	education	"school_name=""St. Mark's School"" dates=""Class of 1917"""	OK education record appended	/person/harry-crosby-1898		
X03778	career	"role=""Co-founder and publisher"" organization=""Black Sun Press, Paris"" start_year=1927 end_year=1929"	OK career record appended	/person/harry-crosby-1898		
X03778	career	"role=""Clerk"" organization=""Morgan, Harjes et Cie, Paris"" start_year=1922 end_year=1923"	OK career record appended	/person/harry-crosby-1898		
X03778	nb_approved	"header=""A shell landed ten feet from his ambulance"" body=""At nineteen he drove for the American Field Service at Verdun, ferrying wounded from the front lines for three days without relief. On 22 November 1917 a shell destroyed Ambulance 741 around him and he walked away untouched; his best friend, following behind, took shrapnel in the chest. He said afterwards that was the night he stopped fearing death."" category=military"	OK nb_approved appended verbatim: 'A shell landed ten feet from his ambulance'	/person/harry-crosby-1898		
X03778	nb_approved	"header=""He asked Uncle Jack to get him home"" body=""Stuck in France a month after the Armistice, he wrote his mother to have J.P. Morgan Jr. intervene on his behalf. Morgan later found him a desk at the family's Paris bank, which he quit after eighteen months to write poetry."" category=family"	OK nb_approved appended verbatim: 'He asked Uncle Jack to get him home'	/person/harry-crosby-1898		
X03778	nb_approved	"header=""They renamed her to make a cross"" body=""He persuaded his wife Polly to change her name, insisting it begin with a C to go with Crosby and form a cross with his own. They settled on Caresse; the two names meet at right angles on the shared R."" category=marriage"	OK nb_approved appended verbatim: 'They renamed her to make a cross'	/person/harry-crosby-1898		
X03778	nb_approved	"header=""The press that printed Joyce first"" body=""The Black Sun Press put out hand-made editions on the finest paper, and was first to publish work by Hemingway, D. H. Lawrence, Hart Crane, James Joyce and Kay Boyle. Caresse kept it running into the 1950s after his death."" category=literature"	OK nb_approved appended verbatim: 'The press that printed Joyce first'	/person/harry-crosby-1898		
X03778	nb_approved	"header=""He gave Cartier-Bresson his first camera"" body=""In 1929 he talked a commandant at Le Bourget into releasing the young Henri Cartier-Bresson, under house arrest for hunting without a licence, into his custody. They spent the days taking and printing pictures at his mill outside Paris, and he made the Frenchman a present of a camera."" category=arts"	OK nb_approved appended verbatim: 'He gave Cartier-Bresson his first camera'	/person/harry-crosby-1898		
X03778	nb_approved	"header=""Found in a friend's studio with Josephine"" body=""On 10 December 1929 he failed to appear for dinner with his wife, his mother and Hart Crane. A friend broke open a borrowed studio and found him in bed beside Josephine Rotch, each shot once in the temple, the pistol still in his hand."" category=death"	OK nb_approved appended verbatim: 'Found in a friend's studio with Josephine'	/person/harry-crosby-1898		
X03778	cc	"related=HD1172 link=""John Pierpont 'Jack' Morgan Jr."" label=""was the uncle who got him out of France and into the Paris bank"""	OK cc->HD1172 added; FLAG needs reciprocal cc row on HD1172	/person/harry-crosby-1898		
HD1172	cc	"related=X03778 link=""Harry Crosby"" label=""was his wife's nephew, and quit the Paris bank to write poetry"""	OK cc->X03778 added (reciprocal present)	/person/john-morgan-1867		
X03778	cc	"related=HD1221 link=""Junius Spencer Morgan III"" label=""was his first cousin through the Grew sisters"""	OK cc->HD1221 added; FLAG needs reciprocal cc row on HD1221	/person/harry-crosby-1898		
HD1221	cc	"related=X03778 link=""Harry Crosby"" label=""was his first cousin, and died in a Manhattan murder-suicide"""	OK cc->X03778 added (reciprocal present)	/person/junius-morgan-1892		
